0,4.0,C,1,M,0
4.0,4.5,C,2,M,0
4.5,6.0,C,2,M,3
6.0,6.5,C,5,M,3
6.5,8.0,C,2,M,3
8.0,12.0,C,5,M,1
12.0,16.0,C,1,M,0
16.0,16.5,C,1,M,1
16.5,17.0,C,2,m,1
17.0,18.0,C,6,m,1
18.0,20.0,C,2,m,1
20.0,20.5,C,5,m,0
20.5,21.0,C,5/5,D7,3
21.0,21.5,C,5,D7,3
21.5,22.0,C,5/5,D7,3
22.0,22.5,C,5,m,3
22.5,23.0,C,5/5,m,3
23.0,23.5,C,5/5,D7,3
23.5,24.0,C,5,D7,3
24.0,27.5,C,1,M,1
27.5,28.0,C,5,M,1
28.0,30.5,C,1,M,1
30.5,32.0,C,1,M,3
32.0,35.5,C,6,m,0
35.5,36.0,C,6/5,m,0
36.0,36.5,C,5/5,D7,0
36.5,37.0,C,5/5,m,0
37.0,40.0,C,5/5,D7,0
40.0,40.5,C,1,M,0
40.5,41.0,C,5,M,0
41.0,41.5,C,1,M,0
41.5,42.0,C,5,M,0
42.0,42.5,C,5/5,M,0
42.5,43.5,C,5,M,0
43.5,44.0,C,1,M,0
44.0,44.5,C,7,M,0
44.5,45.0,C,7/2,d7,0
45.0,45.5,C,7/2,d7,2
45.5,46.0,C,7/2,d7,0
46.0,46.5,C,7,d7,0
46.5,47.5,C,7/2,d7,1
47.5,48.0,C,7/2,d7,2
48.0,52.0,C,2,m,1
52.0,53.0,C,2,d7,1
53.0,55.5,C,7,d7,2
55.5,56.0,C,7,d7,1
56.0,60.5,C,1,M,1
60.5,61.5,C,4,M,1
61.5,62.0,C,4,M,3
62.0,62.5,C,1,M,1
62.5,63.5,C,4,M,3
63.5,64.0,C,1,M,1
64.0,64.5,C,2,m,0
64.5,65.0,C,2,m,1
65.0,68.0,C,2,m,0
68.0,72.0,C,5,D7,0
72.0,76.5,C,1,M,0
76.5,77.0,C,1,D7,0
77.0,78.5,C,1,M,0
78.5,79.0,C,5/4,D7,0
79.0,79.5,C,1,D7,0
79.5,80.0,C,1,M,0
80.0,82.0,C,4,M,0
82.0,82.5,C,4,m,0
82.5,84.0,C,4,M,0
84.0,84.5,C,7,d7,0
84.5,88.0,C,7/5,d7,0
88.0,88.5,C,7,d7,1
88.5,89.0,C,7,d7,3
89.0,89.5,C,4,d7,3
89.5,92.0,C,7,d7,3
92.0,96.0,C,5,D7,0
96.0,96.5,c,5,D7,0
96.5,97.0,C,1,D7,2
97.0,97.5,C,1,D7,0
97.5,98.0,C,1,M,2
98.0,98.5,c,1,D7,2
98.5,99.0,C,1,D7,2
99.0,99.5,c,1,D7,2
99.5,100.0,C,1,M,2
100.0,102.5,C,5,D7,0
102.5,103.0,c,1,D7,0
103.0,103.5,C,5,D7,0
103.5,104.0,c,5,D7,0
104.0,104.5,c,5,M,0
104.5,106.0,C,5,D7,0
106.0,106.5,C,5,M,0
106.5,107.0,c,5,D7,0
107.0,107.5,c,5,M,0
107.5,108.0,c,5,D7,0
108.0,108.5,c,1,M,2
108.5,110.0,c,1,m,2
110.0,111.0,c,1,M,2
111.0,111.5,c,1,D7,2
111.5,112.0,C,1,M,2
112.0,112.5,c,1,M,2
112.5,113.0,C,1,M,2
113.0,113.5,c,1,M,2
113.5,114.0,C,1,M,2
114.0,114.5,c,1,M,2
114.5,115.0,C,1,M,2
115.0,115.5,c,1,M,2
115.5,116.0,C,1,M,2
116.0,116.5,c,1,D7,0
116.5,117.0,c,1,M,0
117.0,117.5,c,5,D7,0
117.5,118.0,C,5,D7,0
118.0,118.5,C,5,M,0
118.5,119.0,c,5,D7,0
119.0,120.0,C,5,D7,0
120.0,120.5,c,5,D7,0
120.5,121.0,C,5,M,0
121.0,121.5,C,5,D7,0
121.5,122.0,c,5,D7,0
122.0,122.5,C,1,D7,0
122.5,123.0,C,5,M,0
123.0,123.5,c,5,D7,0
123.5,124.0,C,5,M,0
124.0,124.5,C,1,M,0
124.5,125.0,C,5/4,D7,0
125.0,125.5,C,1,M,0
125.5,126.0,C,5/4,D7,0
126.0,126.5,C,1,M,0
126.5,127.0,C,5/4,D7,0
127.0,127.5,C,1,M,0
127.5,128.0,C,5/4,D7,0
128.0,128.5,C,1,M,0
128.5,130.0,C,4,M,0
130.0,130.5,C,1,M,0
130.5,131.0,C,4,M,0
131.0,131.5,C,1,M,0
131.5,132.0,C,5,M,0
132.0,133.0,C,1,M,0
133.0,134.0,C,7,M,0
134.0,135.0,C,1,M,0
135.0,135.5,C,7,D7,0
135.5,140.0,C,1,M,0
