0,9.0,f,1,m,0
9.0,10.0,f,5,D7,1
10.0,11.0,f,5,m,1
11.0,17.0,f,5,D7,1
17.0,18.0,f,1,m,1
18.0,21.5,f,1,m,0
21.5,22.0,f,1,m,2
22.0,24.5,f,5,D7,2
24.5,25.0,f,5,D7,1
25.0,26.0,f,1,m,2
26.0,27.0,f,1,m,1
27.0,27.5,f,1,D7,0
27.5,28.0,f,1,m,1
28.0,28.5,f,2,d,1
28.5,29.0,f,2,h7,1
29.0,29.5,f,2,d,0
29.5,30.0,f,2,m,0
30.0,30.5,f,5,D7,0
30.5,31.0,f,5,M,0
31.0,31.5,f,5,D7,0
31.5,32.0,f,5,M,0
32.0,32.5,f,5,m,0
32.5,34.0,f,5,D7,0
34.0,34.5,f,5,M,0
34.5,35.0,f,5,m,1
35.0,35.5,f,5,M,1
35.5,36.0,f,5,D7,0
36.0,36.5,f,5,M,1
36.5,37.0,f,1,m,0
37.0,37.5,f,1,m,1
37.5,38.0,f,5,m,1
38.0,38.5,A-,1,m,1
38.5,39.0,f,1,m,1
39.0,40.0,f,1,m,0
40.0,40.5,f,5,m,2
40.5,43.0,f,1,m,2
43.0,44.0,f,6,m,2
44.0,44.5,f,4,m,3
44.5,45.0,f,6,m,2
45.0,45.5,f,2,m7,0
45.5,46.0,f,4,m7,0
46.0,46.5,f,2,m7,0
46.5,47.5,f,4,m7,0
47.5,48.5,A-,2,m7,0
48.5,49.0,f,4,m7,0
49.0,53.0,A-,5,D7,2
53.0,57.0,A-,1,M,0
57.0,57.5,f,4,m,1
57.5,59.0,A-,2,m,1
59.0,60.0,A-,5,M,1
60.0,60.5,A-,5,d,1
60.5,61.0,A-,5,D7,1
61.0,63.0,A-,5,M,0
63.0,63.5,A-,1,m,1
63.5,64.0,A-,5,m,1
64.0,65.0,A-,1,M,1
65.0,66.0,A-,4,m,1
66.0,67.0,f,4,m,1
67.0,68.0,A-,5,M,1
68.0,68.5,A-,5/5,D7,1
68.5,69.0,A-,5,D7,0
69.0,70.5,A-,5,M,0
70.5,71.0,A-,1,M,0
71.0,71.5,A-,5,M,1
71.5,72.0,A-,5,m,1
72.0,72.5,A-,6,M,1
72.5,73.0,A-,6,m,1
73.0,74.5,A-,4,m,1
74.5,75.0,A-,2,m,1
75.0,75.5,A-,5,M,1
75.5,76.0,A-,5/5,M,1
76.0,77.0,A-,5/5,D7,0
77.0,78.0,A-,5,M,0
78.0,78.5,A-,1,M,0
78.5,80.0,A-,5,M,0
80.0,82.0,A-,5,D7,0
82.0,82.5,A-,5,M,0
82.5,87.0,A-,5,D7,0
87.0,87.5,A-,1,M,0
87.5,88.0,A-,1,M,1
88.0,95.0,A-,5,D7,0
95.0,95.5,A-,1,M,0
95.5,96.0,A-,1,M,1
96.0,101.0,A-,5,D7,0
101.0,101.5,A-,1,M,1
101.5,102.0,A-,5,M,0
102.0,102.5,A-,1,M,1
102.5,103.0,A-,1,M,0
103.0,104.5,A-,5,M,0
104.5,105.0,A-,5,D7,0
105.0,105.5,A-,1,M,0
105.5,106.0,A-,5,M,0
106.0,106.5,A-,1,M,0
106.5,108.0,A-,5,M,0
108.0,108.5,A-,1,M,0
108.5,111.0,A-,5,M,0
111.0,111.5,A-,5,m,0
111.5,112.0,A-,5,M,0
112.0,112.5,A-,1,M,0
112.5,115.0,A-,5,M,0
115.0,116.5,A-,5,D7,0
116.5,117.0,A-,5,D7,2
117.0,119.0,A-,1,M,0
119.0,121.0,A-,5,D7,0
121.0,122.0,A-,1,M,0
122.0,122.5,A-,5,D7,0
122.5,123.0,A-,1,M,0
123.0,123.5,A-,5,M,0
123.5,125.0,A-,5,D7,0
125.0,126.0,A-,1,M,0
126.0,126.5,A-,5,D7,0
126.5,127.0,A-,1,M,0
127.0,127.5,A-,5,D7,0
127.5,128.0,A-,5,m,0
128.0,128.5,A-,5,M,0
128.5,129.0,A-,5,D7,0
129.0,130.0,A-,1,M,0
130.0,131.0,A-,5,M,0
131.0,131.5,A-,5,D7,0
131.5,132.0,A-,5,M,0
132.0,132.5,A-,1,D7,0
132.5,133.0,A-,1,M,0
133.0,133.5,A-,5,D7,0
133.5,134.0,A-,4,D7,0
134.0,134.5,A-,5,m7,0
134.5,135.5,A-,5,D7,0
135.5,136.0,A-,5,m,0
136.0,137.5,A-,5,D7,0
137.5,138.0,A-,5,M,0
138.0,138.5,A-,5/5,D7,0
138.5,139.0,A-,1,M,0
139.0,139.5,A-,5/5,D7,0
139.5,141.0,A-,1,M,0
141.0,142.0,A-,5,D7,0
142.0,142.5,A-,5,m,0
142.5,144.0,A-,5,D7,0
144.0,145.0,A-,5,M,0
145.0,145.5,A-,1,M,0
145.5,146.0,A-,1,M,1
146.0,147.0,A-,5,M,0
147.0,147.5,A-,5,D7,0
147.5,148.0,A-,1,M,0
148.0,149.0,A-,1,D7,0
149.0,149.5,A-,5,D7,0
149.5,150.0,A-,4,M,0
150.0,150.5,A-,4,m,0
150.5,151.0,A-,4,M,0
151.0,151.5,A-,6,m,0
151.5,152.0,A-,2,m,0
152.0,152.5,A-,5,D7,0
152.5,153.0,A-,5,M,0
153.0,153.5,A-,5,D7,0
153.5,154.0,A-,5,M,0
154.0,156.5,A-,1,M,0
156.5,157.0,A-,1,m,1
157.0,157.5,A-,5,D7,0
157.5,158.0,A-,4,M,0
158.0,159.0,A-,5,D7,0
