0,0.5,E-,5,M,0
0.5,1.0,A-,5,M,0
1.0,2.0,E-,5,M,0
2.0,2.5,E-,5/4,D7,3
2.5,3.5,A-,5/4,D7,3
3.5,4.0,E-,5,m,1
4.0,4.5,A-,5,D7,2
4.5,5.0,A-,5/4,D7,2
5.0,5.5,E-,5,D7,0
5.5,6.0,A-,5,M,2
6.0,7.0,E-,5,M,0
7.0,7.5,A-,5,M,0
7.5,8.0,E-,5,D7,0
8.0,9.5,E-,1,M,0
9.5,10.0,E-,5,M,0
10.0,10.5,A-,5/4,D7,3
10.5,11.0,E-,5/4,D7,3
11.0,11.5,A-,5/4,D7,3
11.5,12.0,E-,4,M,1
12.0,12.5,A-,7/2,d7,1
12.5,13.0,E-,7/2,D7,1
13.0,13.5,E-,7/4,D7,1
13.5,14.0,A-,7/4,D7,3
14.0,14.5,E-,7/4,D7,3
14.5,15.0,E-,5/2,D7,3
15.0,15.5,E-,7/2,d7,0
15.5,16.0,E-,7/2,d7,2
16.0,16.5,E-,7,d7,2
16.5,17.0,E-,7/2,D7,2
17.0,18.0,E-,7/2,d7,2
18.0,18.5,E-,5,D7,2
18.5,19.0,E-,5,M,2
19.0,19.5,E-,5,D7,0
19.5,20.0,E-,5,D7,2
20.0,20.5,E-,5,M,0
20.5,21.0,E-,5,D7,0
21.0,21.5,E-,7,M,0
21.5,22.0,E-,7,d7,0
22.0,23.0,E-,1,M,0
23.0,24.0,E-,5/5,D7,1
24.0,27.0,E-,5,D7,0
27.0,27.5,E-,5,D7,1
27.5,28.0,E-,1,M,2
28.0,29.0,E-,5/2,D7,0
29.0,29.5,E-,2,M,2
29.5,30.0,E-,6,m,2
30.0,31.0,E-,5,D7,2
31.0,31.5,E-,5,M,2
31.5,32.0,E-,1,M,1
32.0,33.0,E-,2,M,0
33.0,34.0,E-,2,m,0
34.0,34.5,E-,2,M,0
34.5,37.0,E-,2,m,0
37.0,37.5,E-,2,m7,0
37.5,38.0,E-,2,m,0
38.0,39.0,E-,5,D7,1
39.0,39.5,E-,1,M,0
39.5,40.0,E-,1,M,1
40.0,41.0,E-,2,m7,1
41.0,43.0,E-,2,M,1
43.0,43.5,E-,5,D7,2
43.5,44.0,A-,1,M,1
44.0,44.5,E-,5,M,2
44.5,45.0,E-,5,D7,2
45.0,45.5,E-,5/5,M,1
45.5,46.0,E-,5/5,D7,1
46.0,46.5,E-,5,M,1
46.5,47.0,E-,5,D7,2
47.0,47.5,A-,1,M,1
47.5,48.0,A-,5/4,D7,3
48.0,49.0,A-,1,M,1
49.0,49.5,E-,5/4,D7,2
49.5,50.0,A-,5,D7,2
50.0,50.5,A-,5,D7,1
50.5,51.0,E-,5,D7,1
51.0,51.5,A-,5,D7,1
51.5,52.0,E-,5,D7,2
52.0,52.5,E-,1,M,1
52.5,53.5,A-,5,M,1
53.5,54.0,A-,1,M,1
54.0,55.0,E-,5/2,M,1
55.0,55.5,E-,5/2,D7,1
55.5,56.0,E-,2,m,2
56.0,56.5,A-,2,M,2
56.5,57.0,A-,2,m,2
57.0,57.5,A-,2,M,2
57.5,58.0,A-,1,M,2
58.0,58.5,A-,1,M,0
58.5,59.0,A-,2,m,1
59.0,59.5,A-,5,M,2
59.5,60.0,A-,1,M,0
60.0,60.5,E-,1,M,2
60.5,61.0,A-,5,M,2
61.0,62.0,A-,5/2,D7,2
62.0,62.5,A-,5,M,2
62.5,63.0,A-,5,D7,3
63.0,63.5,A-,1,M,1
63.5,64.0,A-,5,D7,2
64.0,65.0,A-,1,M,1
65.0,65.5,E-,5/4,D7,3
65.5,66.0,A-,5,D7,3
66.0,66.5,A-,5/4,D7,3
66.5,67.0,A-,1,m,3
67.0,68.0,A-,1,m,1
68.0,70.0,a-,1,m,0
70.0,70.5,A-,7,M,0
70.5,71.0,a-,7,M,0
71.0,71.5,a-,7,m,0
71.5,72.5,a-,1,m,0
72.5,73.0,A-,1,m,0
73.0,73.5,a-,1,m,0
73.5,74.0,a-,6,M,1
74.0,74.5,a-,1,M,0
74.5,75.0,a-,7,M,1
75.0,75.5,a-,1,M,1
75.5,76.0,a-,1,m,1
76.0,76.5,A-,7,m,0
76.5,77.5,a-,2,m,0
77.5,79.5,a-,2-,M,1
79.5,80.0,a-,7,M,1
80.0,80.5,E-,7,d7,0
80.5,81.0,E-,7/4,d7,0
81.0,81.5,E-,7,d7,0
81.5,82.0,E-,4,M,0
82.0,83.0,A-,7,d7,0
83.0,83.5,E-,7,d7,0
83.5,85.0,E-,7/5,d7,2
85.0,85.5,E-,7/5,d7,0
85.5,86.0,E-,5/4,D7,0
86.0,87.0,E-,7/4,d7,0
87.0,87.5,E-,7/2,d7,0
87.5,88.0,A-,4,m,0
88.0,88.5,E-,1/5,M,0
88.5,89.0,E-,7/4,M,2
89.0,89.5,E-,1,M,2
89.5,90.0,E-,7/4,d7,2
90.0,90.5,E-,7/5,d7,0
90.5,91.0,E-,7/2,D7,0
91.0,91.5,E-,7/2,d7,0
91.5,93.5,E-,7/2,d7,2
93.5,95.5,E-,5,D7,0
95.5,100.0,E-,1,M,0
100.0,101.0,E-,5,M,1
101.0,104.0,E-,5,M,0
104.0,104.5,E-,1,M,0
104.5,105.0,E-,5,M,0
105.0,106.0,E-,1,M,0
106.0,106.5,E-,5,M,0
106.5,107.0,E-,1,M,0
107.0,108.0,E-,5,D7,0
108.0,111.0,E-,1,M,0
111.0,112.0,E-,5/4,D7,0
112.0,113.5,E-,4,M,0
113.5,114.5,E-,4,M,2
114.5,115.0,E-,7,M,0
115.0,115.5,E-,4,M,2
115.5,116.0,E-,4,M,0
116.0,117.0,E-,7,M,0
117.0,117.5,E-,5,M,0
117.5,118.0,E-,7,M,0
118.0,118.5,E-,5,M,0
118.5,119.0,E-,1,M,0
119.0,120.0,E-,5,M,0
120.0,126.0,E-,1,M,0
126.0,127.0,E-,1,M,1
127.0,127.5,E-,1/4,M,1
127.5,128.0,E-,5/4,D7,1
128.0,130.0,E-,4,M,0
130.0,132.0,E-,2,m7,0
132.0,133.5,E-,5,D7,0
133.5,134.0,E-,5,M,0
134.0,135.5,E-,5,D7,0
135.5,136.0,E-,5,M,0
136.0,140.0,E-,1,M,0
140.0,140.5,E-,5,D7,0
140.5,142.0,E-,5,M,0
142.0,143.0,E-,2,m,0
143.0,143.5,E-,2,m,1
143.5,144.0,E-,2,M,0
144.0,144.5,E-,2,m,0
144.5,145.0,E-,6,m,0
145.0,146.0,E-,1,m,0
146.0,146.5,E-,2,m7,1
146.5,147.0,E-,2,M,1
147.0,147.5,E-,2,m,1
147.5,148.0,E-,2,m,0
148.0,150.0,E-,1,M,0
150.0,152.0,E-,5,D7,0
152.0,156.0,E-,1,M,0
156.0,156.5,E-,4,m,0
156.5,158.0,E-,4,m,1
158.0,160.0,E-,2,m,2
160.0,161.5,B-,1,m,0
161.5,162.0,c,1,m,0
162.0,162.5,E-,1,m,1
162.5,163.0,E-,5,m,1
163.0,163.5,E-,1,m,1
163.5,164.0,B-,4,m,1
164.0,164.5,E-,4,M,1
164.5,165.0,B-,4,M,1
165.0,166.0,E-,4,M,1
166.0,168.0,b-,4,m,1
168.0,169.0,b-,5,M,0
169.0,169.5,B-,5,M,0
169.5,170.0,b-,5,M,1
170.0,171.0,b-,4,d7,1
171.0,172.0,b-,7,d7,1
172.0,172.5,B-,7,d7,2
172.5,173.5,b-,7,d7,2
173.5,174.0,B-,7,d7,2
174.0,174.5,b-,7/5,d7,0
174.5,175.0,b-,7,d7,0
175.0,176.0,B-,7/5,d7,0
176.0,176.5,b-,5,M,0
176.5,177.5,B-,5,M,0
177.5,178.0,b-,5,M,0
178.0,178.5,b-,7,d7,0
178.5,179.5,b-,7,d7,2
179.5,180.5,B-,7,d7,2
180.5,181.0,b-,7,d7,2
181.0,181.5,B-,7,d7,2
181.5,182.0,b-,7,d7,2
182.0,184.0,B-,7,d7,2
184.0,188.0,B-,7/5,d7,0
188.0,191.5,B-,5,D7,3
191.5,192.0,B-,1,M,1
192.0,192.5,B-,5,D7,3
192.5,194.0,B-,5,D7,0
194.0,195.0,B-,1,M,0
195.0,196.0,B-,5,D7,0
196.0,197.5,B-,1,M,0
197.5,198.0,B-,1,D7,0
198.0,198.5,B-,5,M,0
198.5,199.5,B-,5,D7,0
199.5,200.0,B-,5,D7,1
200.0,200.5,B-,2,m,3
200.5,201.0,B-,2,D7,3
201.0,202.0,B-,5,D7,3
202.0,203.0,B-,1,M,1
203.0,204.0,B-,5,D7,1
204.0,207.0,B-,1,M,0
207.0,207.5,B-,1,M,2
207.5,208.0,B-,1,M,0
208.0,210.5,B-,1,M,1
210.5,211.5,B-,1,M,0
211.5,212.5,B-,1,M,1
212.5,213.0,B-,1,M,0
213.0,213.5,B-,4,M,0
213.5,215.0,B-,1,M,0
215.0,215.5,B-,4,M,0
215.5,216.5,B-,1,M,0
216.5,217.5,B-,4,M,0
217.5,220.0,B-,1,M,0
220.0,220.5,B-,1,M,1
220.5,221.0,B-,1,M,0
221.0,221.5,B-,4,M,0
221.5,222.0,B-,2,D7,1
222.0,222.5,B-,1,M,0
222.5,223.0,B-,1,M,1
223.0,223.5,B-,4,D7,1
223.5,224.0,B-,1,M,0
224.0,226.5,B-,5/5,D7,1
226.5,227.0,B-,5,D7,1
227.0,227.5,B-,5,D7,2
227.5,228.0,B-,7,m,2
228.0,228.5,B-,1,M,1
228.5,229.0,B-,3,m,1
229.0,231.0,B-,5,D7,1
231.0,231.5,B-,7,D7,1
231.5,235.0,B-,5,D7,1
235.0,237.0,B-,5,D7,0
237.0,238.5,B-,2,m,0
238.5,239.0,B-,2,D7,0
239.0,240.0,B-,2,m,0
240.0,240.5,B-,5,M,1
240.5,241.5,B-,5,M,0
241.5,242.0,B-,5,M,1
242.0,242.5,B-,5,M,0
242.5,243.0,B-,1,M,0
243.0,244.0,B-,5,D7,0
244.0,247.0,B-,1,M,0
247.0,248.0,B-,5/4,D7,0
248.0,250.0,B-,5/6,M,2
250.0,252.0,B-,5/2,D7,0
252.0,252.5,B-,2,m,0
252.5,253.0,B-,2,M,0
253.0,253.5,B-,2,M,1
253.5,254.0,B-,2,m,1
254.0,254.5,B-,2,m,0
254.5,255.0,B-,2,m,1
255.0,255.5,B-,2,d7,2
255.5,256.0,B-,5,M,2
256.0,258.0,B-,1,M,2
258.0,258.5,B-,5,D7,0
258.5,260.0,B-,5,M,0
260.0,262.0,B-,1,M,0
262.0,262.5,B-,5,M,0
262.5,263.0,B-,4,M,0
263.0,264.0,B-,5/4,D7,0
264.0,265.0,B-,5/6,M,2
265.0,265.5,B-,5,M,2
265.5,266.0,B-,5/6,M,2
266.0,268.0,B-,5/2,D7,0
268.0,272.5,B-,2,m,0
272.5,273.5,B-,1,M,0
273.5,274.0,B-,6,m,0
274.0,274.5,B-,5,M,0
274.5,275.0,B-,6,M,0
275.0,276.0,B-,5,M,0
276.0,278.5,B-,1,M,0
278.5,279.0,B-,5,M,1
279.0,280.5,B-,1,M,0
280.5,281.0,B-,5,M,1
281.0,282.5,B-,1,M,0
282.5,283.0,B-,5,m,0
283.0,284.5,B-,5,M,0
284.5,286.5,B-,1,M,0
286.5,287.0,B-,5,D7,0
287.0,288.5,B-,5,M,0
288.5,290.5,B-,1,M,0
290.5,291.5,B-,5,D7,0
291.5,308.0,B-,1,M,0
308.0,308.5,G,1,M,0
308.5,309.0,G,5,M,0
309.0,309.5,B-,1,M,0
309.5,310.0,G,1,M,0
310.0,310.5,B-,1,M,0
310.5,311.0,G,5,M,0
311.0,311.5,G,1,m,0
311.5,312.0,B-,5/2,M,0
312.0,312.5,G,5/6,M,0
312.5,313.0,G,5,M,1
313.0,314.0,G,1,M,0
314.0,315.0,G,5,M,0
315.0,315.5,B-,1,M,0
315.5,316.0,G,5,M,0
316.0,316.5,B-,1,M,0
316.5,317.0,G,5,M,0
317.0,317.5,B-,1,M,0
317.5,318.0,G,1,M,0
318.0,318.5,G,5,M,0
318.5,319.0,G,1,M,0
319.0,319.5,G,5,M,0
319.5,320.0,B-,5/6,D7,0
320.0,322.5,c,5,M,0
322.5,323.0,c,5,M,1
323.0,324.0,c,5,D7,0
324.0,325.5,c,1,m,0
325.5,326.0,c,5,M,0
326.0,326.5,c,1,M,0
326.5,327.5,c,5,M,0
327.5,328.0,F,5,M,0
328.0,328.5,c,1,M,0
328.5,329.0,c,1,D7,0
329.0,329.5,f,1,M,0
329.5,330.0,c,1,D7,0
330.0,330.5,c,5,M,0
330.5,331.0,f,5,D7,0
331.0,331.5,F,5,M,0
331.5,332.0,F,4,M,0
332.0,332.5,F,7,d7,0
332.5,333.0,f,7,d7,0
333.0,333.5,F,7,d7,0
333.5,334.0,f,7,d7,0
334.0,334.5,F,7/4,d7,0
334.5,336.0,f,7,d7,0
336.0,337.0,F,7,d7,0
337.0,338.5,f,7,d7,0
338.5,339.0,F,7,d7,0
339.0,340.5,f,7,d7,0
340.5,341.0,F,7,d7,0
341.0,344.0,f,7,d7,0
344.0,345.0,F,7,d7,0
345.0,345.5,f,7,d7,0
345.5,346.0,f,7,D7,0
346.0,346.5,F,7,d7,0
346.5,347.5,f,7,d7,0
347.5,348.0,f,7,D7,0
348.0,348.5,F,7,d7,3
348.5,349.0,f,7,D7,3
349.0,349.5,f,7,d7,3
349.5,350.0,f,7,d7,0
350.0,350.5,f,7,D7,3
350.5,351.0,f,7,d7,2
351.0,351.5,F,7,D7,2
351.5,352.0,F,2,D7,2
352.0,352.5,f,5,D7,0
352.5,353.0,F,5,D7,0
353.0,353.5,f,5,D7,0
353.5,354.0,F,1,M,0
354.0,354.5,f,5,D7,0
354.5,356.0,F,5,D7,0
356.0,356.5,F,5,M,2
356.5,357.0,F,5,M,0
357.0,357.5,F,1,M,2
357.5,358.0,C,5,M,0
358.0,358.5,F,1,M,2
358.5,359.0,C,1,M,0
359.0,359.5,F,5,M,0
359.5,360.0,F,1,M,0
360.0,360.5,C,5,D7,0
360.5,361.0,F,1,M,0
361.0,361.5,C,5,D7,0
361.5,362.0,F,6,M,0
362.0,362.5,F,5,D7,0
362.5,363.5,F,5,M,0
363.5,364.0,C,5,D7,0
364.0,364.5,F,1,M,0
364.5,365.0,F,5,M,0
365.0,365.5,F,1,M,0
365.5,366.0,C,5,D7,0
366.0,366.5,F,5,D7,0
366.5,367.0,F,5,M,0
367.0,367.5,F,5,D7,0
367.5,368.0,C,5,D7,0
368.0,369.0,F,5,D7,0
369.0,369.5,F,5,d7,0
369.5,370.0,F,7,m,0
370.0,372.0,C,5,D7,0
372.0,372.5,F,1,M,0
372.5,373.0,F,4,M,0
373.0,374.0,C,2,m,0
374.0,375.0,C,5,D7,0
375.0,375.5,C,4,M,0
375.5,376.0,C,1,m,0
376.0,377.0,C,5,D7,0
377.0,377.5,C,1,m7,1
377.5,378.0,C,2,m7,1
378.0,380.0,C,5,D7,0
380.0,382.0,C,1,M,0
382.0,382.5,C,2,D7,1
382.5,383.0,C,1,M,1
383.0,383.5,C,2,D7,1
383.5,384.0,F,4,M,0
384.0,384.5,C,1,M,1
384.5,385.0,C,1,M,0
385.0,385.5,C,1,M,1
385.5,386.0,C,1,M,2
386.0,388.0,C,1,M,0
388.0,388.5,C,5,D7,1
388.5,389.0,C,5,D7,0
389.0,389.5,C,5,D7,1
389.5,390.0,C,5,M,0
390.0,392.0,C,5,D7,0
392.0,392.5,C,5,D7,2
392.5,393.0,C,5,D7,1
393.0,393.5,C,5,D7,2
393.5,395.0,C,5,D7,0
395.0,395.5,C,4,D7,1
395.5,396.0,C,5,D7,0
396.0,398.0,C,1,M,0
398.0,398.5,C,2,D7,0
398.5,399.0,C,4,D7,0
399.0,399.5,C,7,D7,1
399.5,400.0,C,4,M,0
400.0,400.5,C,1,M,1
400.5,402.0,C,1,M,0
402.0,402.5,C,4,M,0
402.5,403.0,C,5,D7,0
403.0,403.5,C,2,m,0
403.5,404.0,C,1,M,0
404.0,405.5,C,5,D7,1
405.5,406.0,C,1,M,1
406.0,406.5,C,5,D7,1
406.5,407.5,C,5,D7,3
407.5,408.0,C,5,D7,2
408.0,410.0,C,5,D7,1
410.0,411.5,C,5,D7,3
411.5,412.0,C,5,D7,0
412.0,412.5,C,1,M,1
412.5,413.0,C,1,M,0
413.0,413.5,C,5,m,1
413.5,414.0,C,5,M,0
414.0,414.5,C,2,m,1
414.5,415.0,C,5,D7,2
415.0,415.5,C,2,m,2
415.5,416.0,C,5,M,1
416.0,417.5,C,1,M,0
417.5,418.0,C,5,M,0
418.0,418.5,C,5,m,1
418.5,419.5,C,5,D7,3
419.5,420.0,C,5,M,3
420.0,420.5,C,1,M,0
420.5,421.0,C,1,M,1
421.0,421.5,C,1,M,0
421.5,422.0,C,5,M,0
422.0,422.5,C,2,m,1
422.5,423.0,C,5,m,2
423.0,423.5,C,2,m,2
423.5,424.0,C,5,M,0
424.0,425.5,C,1,M,0
425.5,426.0,C,5/4,D7,3
426.0,426.5,C,4,m,0
426.5,427.0,C,4,M,0
427.0,427.5,C,4,m,0
427.5,428.0,C,4,M,0
428.0,430.0,C,1,M,1
430.0,430.5,C,5,M,0
430.5,431.0,C,5,D7,0
431.0,431.5,C,5,M,0
431.5,432.0,C,5,D7,0
432.0,433.0,C,1,M,0
433.0,433.5,C,1,M,1
433.5,438.0,C,1,M,0
438.0,438.5,f,1,M,0
438.5,440.0,C,1,M,1
440.0,440.5,f,5,M,1
440.5,441.0,C,1,M,1
441.0,441.5,C,5,M,1
441.5,442.0,f,5,D7,1
442.0,442.5,C,5,M,1
442.5,443.0,f,5,M,1
443.0,443.5,C,5,M,1
443.5,444.0,f,5,D7,0
444.0,444.5,C,5/4,D7,0
444.5,446.0,f,5,D7,0
446.0,446.5,f,5/4,D7,0
446.5,447.5,f,5,D7,0
447.5,448.0,f,5/4,D7,0
448.0,448.5,f,4,D7,1
448.5,452.0,f,4,m,0
452.0,452.5,f,5,m,0
452.5,453.0,f,4,D7,0
453.0,453.5,e-,7,D7,0
453.5,454.0,f,7,D7,0
454.0,455.5,f,5,D7,0
455.5,456.0,e-,5,D7,1
456.0,456.5,f,5,D7,3
456.5,458.5,E-,5,D7,1
458.5,459.0,e-,5,D7,1
459.0,460.0,e-,5,d,1
460.0,464.0,e-,1,m,0
464.0,464.5,e-,5,D7,3
464.5,466.5,e-,5,D7,2
466.5,467.0,e-,5,m,2
467.0,468.0,e-,5,M,2
468.0,470.0,e-,1,m,0
470.0,471.0,e-,1,m,1
471.0,471.5,e-,1,m,0
471.5,472.0,e-,1,m,1
472.0,472.5,e-,1,m,0
472.5,473.0,e-,1,M,0
473.0,473.5,e-,5,M,0
473.5,474.0,e-,5,M,1
474.0,474.5,e-,1,M,1
474.5,475.0,e-,5,M,1
475.0,476.0,e-,5,M,0
476.0,476.5,e-,5/5,m,0
476.5,477.5,e-,5,m,1
477.5,478.0,e-,1,m,0
478.0,478.5,e-,4,M,1
478.5,479.0,e-,1,M,0
479.0,480.0,e-,1,m,0
480.0,480.5,B-,1,M,0
480.5,481.0,B-,1,D7,0
481.0,482.5,B-,1,M,0
482.5,483.0,B-,5,D7,0
483.0,484.0,B-,1,M,0
484.0,485.0,B-,5,D7,0
485.0,485.5,B-,5,m,0
485.5,486.0,B-,1,D7,0
486.0,486.5,B-,2,M,0
486.5,487.0,B-,5,D7,0
487.0,487.5,B-,2,D7,0
487.5,488.0,B-,5,D7,0
488.0,489.0,B-,1,M,0
489.0,489.5,B-,1,M,1
489.5,490.0,B-,5,M,0
490.0,490.5,B-,1,M,0
490.5,491.0,B-,5,M,0
491.0,491.5,B-,1,M,1
491.5,507.0,B-,1,M,0
507.0,507.5,B-,5,M,0
507.5,508.0,B-,1,M,0
508.0,509.5,B-,5,M,0
509.5,510.0,E-,5,M,0
510.0,511.0,B-,5,M,0
511.0,511.5,E-,5,M,0
511.5,512.0,B-,5,D7,0
512.0,513.0,E-,5,D7,0
513.0,513.5,E-,5,D7,3
513.5,515.5,E-,5,D7,0
515.5,516.0,E-,5,D7,3
516.0,516.5,B-,5,D7,2
516.5,517.0,E-,5,D7,0
517.0,518.0,E-,5,D7,3
518.0,518.5,E-,5,D7,0
518.5,520.0,E-,5,D7,3
520.0,520.5,E-,5,D7,0
520.5,522.0,E-,5,D7,3
522.0,523.5,E-,5,D7,0
523.5,524.0,E-,5,D7,3
524.0,525.0,E-,5,D7,0
525.0,525.5,E-,5,D7,3
525.5,527.0,E-,5,D7,0
527.0,528.0,E-,5,D7,3
528.0,528.5,E-,5,D7,0
528.5,534.5,E-,5,D7,3
534.5,535.0,E-,5,D7,0
535.0,536.5,E-,5,D7,3
536.5,552.0,E-,5,D7,0
552.0,553.0,E-,1,M,0
553.0,554.0,F,1,M,0
554.0,556.0,E-,1,M,0
556.0,556.5,E-,5,D7,0
556.5,557.5,E-,5,M,0
557.5,558.0,F,5,M,0
558.0,559.0,E-,5,M,0
559.0,559.5,E-,5,m,0
559.5,560.0,E-,5,M,0
560.0,560.5,E-,1,M,0
560.5,561.5,E-,5,M,0
561.5,562.5,E-,1,M,0
562.5,563.0,E-,5/2,d,0
563.0,563.5,E-,1,m,0
563.5,564.0,E-,5,D7,0
564.0,567.0,E-,1,M,0
567.0,567.5,E-,5,D7,0
567.5,568.0,E-,5/4,M,0
568.0,569.0,E-,4,M,0
569.0,569.5,E-,4,M,2
569.5,570.0,E-,4,M,1
570.0,570.5,E-,4,M,2
570.5,571.0,E-,4,M,0
571.0,571.5,E-,4,M,1
571.5,572.0,E-,4,m,2
572.0,572.5,E-,5,M,0
572.5,573.0,E-,4,D7,0
573.0,574.5,E-,5,M,0
574.5,575.0,E-,4,M,0
575.0,575.5,E-,1,M,0
575.5,576.0,E-,5,D7,0
576.0,582.0,E-,1,M,0
582.0,583.0,E-,1,M,1
583.0,583.5,E-,5/4,D7,0
583.5,584.0,E-,5/4,M,1
584.0,586.0,E-,4,M,0
586.0,586.5,E-,2,M,0
586.5,588.0,E-,2,m7,0
588.0,589.0,E-,5,M,0
589.0,589.5,E-,5,D7,0
589.5,590.5,E-,5,M,0
590.5,591.0,E-,5,D7,3
591.0,592.0,E-,5,D7,0
592.0,594.0,E-,1,M,0
594.0,594.5,E-,5,M,1
594.5,595.5,E-,5,M,0
595.5,596.0,E-,5,D7,3
596.0,598.0,E-,1,M,1
598.0,598.5,E-,5,D7,1
598.5,599.0,E-,5,M,0
599.0,600.0,E-,5,D7,1
600.0,602.0,E-,1,M,0
602.0,602.5,E-,7,D7,2
602.5,603.0,E-,5,m,0
603.0,604.0,E-,5,D7,2
604.0,606.0,E-,1,M,0
606.0,606.5,E-,5,m,2
606.5,607.0,E-,7,D7,2
607.0,607.5,E-,5,D7,2
607.5,608.0,E-,7,D7,2
608.0,608.5,E-,7/2,d7,0
608.5,612.0,E-,7/2,d7,1
612.0,614.0,E-,5/2,D7,0
614.0,615.0,E-,2,m,0
615.0,616.0,E-,2,m,1
616.0,618.0,E-,5,D7,0
618.0,619.0,E-,1,M,0
619.0,619.5,E-,2,M,1
619.5,620.0,E-,2,m,1
620.0,620.5,E-,1,M,0
620.5,622.0,E-,1,M,2
622.0,628.0,E-,5,M,0
628.0,628.5,E-,5,D7,2
628.5,629.0,g,5/6,D7,2
629.0,629.5,g,5,D7,2
629.5,630.0,g,5/3,D7,2
630.0,630.5,E-,5/6,D7,0
630.5,632.0,E-,5,D7,0
632.0,632.5,E-,6,m,0
632.5,634.0,E-,6,m,1
634.0,634.5,g,4,m,1
634.5,635.0,E-,2,m,1
635.0,635.5,E-,4,m,1
635.5,636.0,E-,2,m,1
636.0,638.0,g,1,m,2
638.0,640.0,g,5,M,0
640.0,641.0,g,1,m,0
641.0,641.5,c,1,m,0
641.5,643.0,g,1,m,0
643.0,643.5,g,1,m,1
643.5,644.0,B-,1,m,1
644.0,644.5,g,5,D7,0
644.5,645.0,c,5,D7,0
645.0,645.5,g,5,D7,0
645.5,646.0,c,5,D7,0
646.0,646.5,c,5,M,0
646.5,647.0,c,5,m,0
647.0,648.0,c,5,M,1
648.0,649.0,c,1,m,0
649.0,650.0,c,1,m,1
650.0,650.5,c,2,m7,1
650.5,651.0,c,2,h7,1
651.0,651.5,E-,2,m7,2
651.5,652.0,E-,2,h7,2
652.0,654.0,c,1,m,2
654.0,656.0,c,5,M,0
656.0,656.5,c,1,m,0
656.5,657.0,E-,1,m,0
657.0,658.0,c,1,m,0
658.0,658.5,E-,7,m,0
658.5,659.0,c,5,m,2
659.0,659.5,c,5,D7,0
659.5,660.0,b-,5,D7,0
660.0,660.5,B-,7,d7,1
660.5,661.0,E-,7,d,1
661.0,661.5,E-,7,d7,2
661.5,662.0,E-,5,d7,1
662.0,662.5,E-,5,D7,3
662.5,663.0,B-,5,D7,3
663.0,663.5,E-,5,D7,3
663.5,664.0,E-,5/2,D7,3
664.0,664.5,B-,4,m,1
664.5,665.0,b-,2,m,1
665.0,665.5,B-,2,m,1
665.5,666.0,E-,2,m,1
666.0,668.0,E-,5,D7,3
668.0,669.0,E-,1,M,1
669.0,669.5,E-,1,m,1
669.5,670.0,E-,4,m,1
670.0,672.0,B-,5,D7,0
672.0,672.5,B-,5,M,0
672.5,674.0,E-,5,M,0
674.0,675.0,E-,5,M,3
675.0,675.5,B-,5,M,0
675.5,676.0,E-,5,D7,3
676.0,678.0,E-,7,d7,3
678.0,680.0,E-,7/5,d7,1
