0,3.0,C,1,M,0
3.0,3.5,C,4,M,0
3.5,5.0,C,1,M,0
5.0,6.0,C,4,M,1
6.0,7.0,C,1,M,0
7.0,8.0,C,4,M,1
8.0,10.0,C,4,M,0
10.0,12.0,C,4,M,1
12.0,14.0,C,1,M,0
14.0,16.0,C,2,m,0
16.0,18.0,C,1,M,0
18.0,20.0,C,4,M,1
20.0,20.5,C,5,m,0
20.5,21.0,C,5,M,0
21.0,22.0,C,1,M,0
22.0,24.0,C,2,m,0
24.0,24.5,C,2,M,0
24.5,26.5,C,2,m,0
26.5,27.0,C,6,m,0
27.0,28.0,C,2,m,0
28.0,29.0,C,5,M,0
29.0,30.0,C,5,D7,1
30.0,31.0,C,1,M,0
31.0,31.5,C,5,D7,1
31.5,32.0,C,5,D7,2
32.0,34.0,C,1,M,0
34.0,36.0,C,4,M,0
36.0,38.0,C,1,M,1
38.0,40.0,C,4,M,0
40.0,42.0,C,1,M,2
42.0,44.0,C,4,M,1
44.0,44.5,C,5,M,0
44.5,46.0,C,5,D7,0
46.0,50.0,C,1,M,0
50.0,50.5,C,5,D7,2
50.5,51.0,C,5,M,2
51.0,52.0,C,1,M,0
52.0,53.0,C,5,D7,2
53.0,53.5,C,1,M,1
53.5,54.0,C,1,M,0
54.0,55.0,C,5,D7,2
55.0,56.0,C,1,M,0
56.0,60.0,C,6,m,0
60.0,61.0,C,1,M,0
61.0,62.0,C,5,M,0
62.0,64.0,C,1,M,0
64.0,66.0,C,4,M,0
66.0,68.0,C,7,d,1
68.0,70.0,C,1,M,0
70.0,73.0,C,5,M,0
73.0,74.0,C,1,M,0
74.0,75.0,C,5,M,0
75.0,76.0,C,1,M,0
76.0,77.0,C,5,D7,0
77.0,78.0,C,1,M,0
78.0,78.5,C,7,D7,1
78.5,79.0,C,7,d,1
79.0,80.0,C,1,M,1
80.0,84.0,C,4,M,1
84.0,86.0,C,5,D7,0
86.0,88.5,C,1,M,0
88.5,90.0,C,4,M,0
90.0,92.0,C,5,D7,0
92.0,94.0,C,1,M,0
94.0,96.5,C,4,M,0
96.5,97.0,C,1,M,0
97.0,97.5,C,4,M,0
97.5,99.5,C,1,M,0
99.5,100.0,C,4,M,0
100.0,101.0,C,4,M,1
101.0,102.0,C,1,M,1
102.0,103.0,C,1,M,2
103.0,103.5,C,5,D7,0
103.5,104.0,C,5,M,0
104.0,108.0,C,4,M,1
108.0,110.0,C,5,D7,0
110.0,112.5,C,1,M,0
112.5,113.0,C,4,M,0
113.0,113.5,C,1,M,0
113.5,114.0,C,4,M,0
114.0,114.5,C,2,m,0
114.5,115.0,C,1,m,0
115.0,116.0,C,2,m,0
116.0,116.5,C,5,M,0
116.5,117.5,D,5,M,0
117.5,118.0,C,5,M,0
118.0,119.0,D,5,M,0
119.0,119.5,C,5,M,0
119.5,121.0,D,5,M,0
121.0,121.5,C,5,M,0
121.5,123.0,D,1,M,0
123.0,123.5,D,1,M,1
123.5,125.0,D,5,M,1
125.0,126.0,D,6,m7,0
126.0,126.5,D,6,M,0
126.5,128.0,D,1,M,0
128.0,128.5,D,5,M,0
128.5,129.0,D,1,M,0
129.0,129.5,D,4,M,0
129.5,130.5,D,1,M,1
130.5,131.5,D,6,m7,0
131.5,132.0,D,5,D7,1
132.0,132.5,D,1,M,0
132.5,133.0,D,5,M,1
133.0,133.5,D,5/5,D7,1
133.5,134.0,D,5,M,0
134.0,135.5,D,1,M,0
135.5,137.0,D,5,M,1
137.0,138.0,D,6,M,0
138.0,138.5,D,1,M,2
138.5,139.0,D,1,M,1
139.0,139.5,D,1,M,2
139.5,140.0,D,5,D7,1
140.0,141.5,D,4,M,0
141.5,142.0,D,6,M,1
142.0,142.5,D,1,M,1
142.5,143.5,D,6,m,0
143.5,144.0,D,5,M,1
144.0,144.5,D,1,M,0
144.5,145.0,D,5,M,2
145.0,145.5,D,5/5,D7,1
145.5,146.5,D,5,D7,0
146.5,147.0,D,5,M,0
147.0,147.5,D,5,D7,0
147.5,148.0,D,1,M,0
148.0,148.5,D,5,M,0
148.5,149.0,D,1,M,0
149.0,149.5,D,5,D7,0
149.5,150.0,D,1,M,0
150.0,150.5,D,5,D7,0
150.5,151.0,D,1,M,0
